date,account_id,active_flows,successful_runs,failed_runs,error_rate,p95_runtime_sec,dashboard_views,product_events,open_support_tickets,arr_at_risk,expansion_signal,data_quality_score,metric_freshness_hours,certified_metric_coverage
2026-02-20,ACC021,50,8962,432,0.046,52.8,43,2338,0,70236,42184,86.7,5.9,74.0
2026-02-20,ACC022,28,4890,43,0.0088,60.1,34,770,0,4778,9079,99.0,6.7,78.3
2026-02-20,ACC023,47,9900,617,0.0587,74.7,52,2556,4,96732,30421,73.7,15.6,69.1
2026-02-20,ACC024,13,1912,20,0.0107,59.3,23,287,0,3350,4980,85.6,5.1,75.5
2026-02-20,ACC025,11,1926,104,0.0513,67.3,11,467,1,13174,5791,82.4,10.7,85.4
2026-02-20,ACC026,19,2246,93,0.0401,88.1,26,738,0,9239,8007,80.4,9.3,61.5
2026-02-20,ACC027,29,5475,292,0.0506,35.3,30,1565,1,30267,15877,80.9,11.3,84.3
2026-02-20,ACC028,52,8767,252,0.028,42.7,46,623,0,38279,10268,86.9,6.9,70.7
2026-02-20,ACC029,13,2152,6,0.0029,36.5,28,1162,0,854,16744,96.9,4.2,96.2
2026-02-20,ACC030,29,5146,10,0.002,57.2,33,205,1,7845,3653,90.7,6.1,73.3
2026-02-20,ACC031,10,1361,8,0.0064,34.4,16,238,1,750,1033,92.8,5.2,80.5
2026-02-20,ACC032,26,5040,58,0.0114,20.5,31,639,3,21835,9001,95.6,9.4,74.4
2026-02-20,ACC033,9,914,1,0.002,49.7,11,359,0,107,2228,92.9,1,75.3
2026-02-20,ACC034,8,834,43,0.0495,74.3,15,185,1,3328,1382,81.8,6.7,65.4
2026-02-20,ACC035,24,4147,8,0.002,42.0,22,1460,1,5709,23492,97.7,5.0,71.8
2026-02-20,ACC036,19,2175,116,0.0507,56.1,27,454,0,12868,5614,85.2,6.8,63.4
2026-02-20,ACC037,8,2112,105,0.0477,53.1,19,628,0,13738,9075,89.2,10.0,72.7
2026-02-20,ACC038,7,719,30,0.041,52.4,17,186,2,4697,2335,83.2,12.7,80.2
2026-02-20,ACC039,24,4393,249,0.0538,57.9,23,1469,1,37523,21822,86.2,10.5,69.3
2026-02-20,ACC040,29,5285,98,0.0182,56.3,31,729,0,14187,11381,93.1,2.3,82.4
2026-02-20,ACC041,17,2159,124,0.0546,76.7,28,86,2,21965,1348,76.6,9.1,73.5
2026-02-20,ACC042,12,2267,78,0.0335,35.9,26,652,1,6796,5106,80.5,8.5,78.7
2026-02-20,ACC043,33,5599,11,0.002,18,36,768,1,6209,9955,95.9,3.6,89.6
2026-02-20,ACC044,31,4385,8,0.002,39.4,31,976,1,4664,12133,93.6,4.8,79.5
2026-02-20,ACC045,52,9663,19,0.002,49.3,43,386,0,2188,4627,94.9,2.4,76.7
2026-02-21,ACC001,8,1767,106,0.0571,70.9,13,331,1,20498,6338,83.6,10.0,77.0
2026-02-21,ACC002,43,8140,590,0.0677,70.2,43,2756,4,148612,55539,70.5,13.0,71.2
2026-02-21,ACC003,4,940,24,0.0253,37.4,12,456,0,2006,4075,93.7,2.2,82.7
2026-02-21,ACC004,48,7816,15,0.002,31.5,47,1989,0,3023,40729,99,3.1,78.8
2026-02-21,ACC005,12,1721,71,0.04,43.1,7,223,0,9026,3093,83.5,4.7,81.4
2026-02-21,ACC006,16,1636,3,0.002,26.7,22,172,0,392,2184,91.3,3.4,89.9
2026-02-21,ACC007,48,8261,705,0.0787,93.4,40,2479,4,129144,38374,71.2,16.9,61.5
2026-02-21,ACC008,19,1769,3,0.002,37.1,19,70,0,648,1357,98.4,7.0,75.1
2026-02-21,ACC009,6,934,12,0.0136,60.7,3,277,1,1284,1948,89.1,6.4,85.1
2026-02-21,ACC010,28,5417,21,0.0039,27.7,26,849,1,6714,10182,91.4,8.6,82.6
2026-02-21,ACC011,32,4137,8,0.002,18,34,1142,1,5516,17797,96.9,6.0,80.4
2026-02-21,ACC012,7,1343,2,0.002,49.6,11,112,0,106,466,99,3.6,79.3
2026-02-21,ACC013,2,894,2,0.0023,25.1,9,352,2,1019,2583,89.8,7.3,90.3
2026-02-21,ACC014,45,8419,332,0.038,56.1,46,3221,2,58358,45396,84.4,10.4,72.5
2026-02-21,ACC015,20,3298,6,0.002,34.8,29,733,1,6910,17951,95.2,10.6,71.6
2026-02-21,ACC016,11,2225,129,0.055,65.1,9,679,3,22147,9388,80.3,14.7,64.8
2026-02-21,ACC017,7,768,29,0.0368,55.8,9,268,1,2832,2384,82.5,3.3,79.3
2026-02-21,ACC018,6,1023,54,0.0504,65.4,22,117,1,3775,795,77.1,11.3,83.5
2026-02-21,ACC019,10,1874,112,0.0567,52.7,11,570,2,16495,7497,80.3,10.6,67.2
2026-02-21,ACC020,9,1086,64,0.0563,64.5,5,586,1,4637,4182,83.0,8.9,66.2
2026-02-21,ACC021,49,9196,497,0.0513,75.9,52,2301,3,110744,40460,77.2,15.1,78.9
2026-02-21,ACC022,29,4594,74,0.016,45.5,30,1002,0,8688,12576,88.8,6.2,81.0
2026-02-21,ACC023,49,7274,436,0.0567,54.6,47,2060,2,78772,33369,81.0,11.2,64.8
2026-02-21,ACC024,13,1880,27,0.0143,48.9,22,365,0,4495,6441,90.5,4.9,79.1
2026-02-21,ACC025,12,2100,83,0.0381,51.9,17,441,3,13372,5015,77.1,14.6,73.5
2026-02-21,ACC026,17,1602,58,0.0352,67.6,25,480,0,8111,7301,91.4,4.6,75.2
2026-02-21,ACC027,28,4292,149,0.0336,47.5,34,1258,0,17612,16280,88.2,6.9,86.0
2026-02-21,ACC028,52,7059,297,0.0404,46.2,46,710,2,74432,14534,88.0,11.0,71.3
2026-02-21,ACC029,11,2407,8,0.0037,34.8,19,1279,0,1083,16478,99,4.4,85.7
2026-02-21,ACC030,30,4486,8,0.002,28.5,17,179,0,1732,3659,97.2,3.5,70.2
2026-02-21,ACC031,7,1118,7,0.0064,35.3,10,253,0,356,1337,95.5,7.3,69.5
2026-02-21,ACC032,29,5035,66,0.013,56.5,33,847,1,13453,11942,92.0,4.8,80.3
2026-02-21,ACC033,7,767,1,0.002,61.6,17,259,0,107,1916,95.5,3.8,73.7
2026-02-21,ACC034,9,700,26,0.0358,42.9,10,110,1,2525,979,80.1,7.1,71.0
2026-02-21,ACC035,27,3924,27,0.007,29.4,33,1197,1,8841,20355,88.1,7.2,78.7
2026-02-21,ACC036,14,1828,98,0.0511,51.0,10,357,2,16569,5253,79.9,8.9,66.1
2026-02-21,ACC037,14,2271,62,0.0266,44.4,28,751,0,7666,10093,87.4,7.3,71.7
2026-02-21,ACC038,12,711,26,0.036,54.9,26,219,2,4276,2781,80.5,13.8,74.9
2026-02-21,ACC039,24,4170,154,0.0356,60.8,26,1340,1,26316,20970,83.5,8.5,77.4
2026-02-21,ACC040,31,4826,54,0.0111,55.4,28,622,0,8687,10634,93.9,3.6,79.4
2026-02-21,ACC041,15,2066,120,0.055,51.9,9,82,1,19844,1343,82.8,9.5,74.2
2026-02-21,ACC042,12,1729,68,0.0383,56.7,18,397,0,6415,4077,80.8,7.5,84.9
2026-02-21,ACC043,32,4567,139,0.0296,52.3,29,325,1,25134,5165,88.1,7.6,79.9
2026-02-21,ACC044,28,4791,9,0.002,49.9,26,942,0,1030,10718,92.5,5.4,80.8
2026-02-21,ACC045,55,8983,18,0.002,34.3,53,359,0,2188,4629,97.7,4.4,80.9
2026-02-22,ACC001,13,1885,87,0.0442,82.8,19,242,0,14114,4344,82.1,9.6,77.2
2026-02-22,ACC002,42,8766,429,0.0467,78.0,39,2655,2,94274,49683,84.3,9.2,70.1
2026-02-22,ACC003,6,878,12,0.0138,30.1,8,376,0,1095,3598,96.9,3.7,80.7
2026-02-22,ACC004,49,8199,68,0.0083,29.7,51,2542,0,12576,49622,94.4,6.6,66.0
2026-02-22,ACC005,12,2089,55,0.0259,66.6,21,347,1,7428,3965,93.1,5.5,88.6
2026-02-22,ACC006,15,1942,24,0.0124,51.8,21,268,0,2436,2867,93.6,5.2,82.2
2026-02-22,ACC007,46,9557,834,0.0803,77.5,47,2497,4,131085,33411,73.4,20.1,68.6
2026-02-22,ACC008,16,1742,3,0.002,25.6,25,69,0,648,1358,97.3,7.4,83.0
2026-02-22,ACC009,6,912,1,0.002,56.3,15,312,0,124,2247,95.6,2.1,81.7
2026-02-22,ACC010,29,5026,33,0.0065,37.0,24,614,0,4006,7937,98.3,3.9,83.5
2026-02-22,ACC011,33,4005,51,0.0126,63.7,32,1354,4,24860,21797,96.6,9.1,68.2
2026-02-22,ACC012,3,1041,3,0.0033,67.7,6,129,0,172,693,93.5,6.2,80.6
2026-02-22,ACC013,5,1011,2,0.002,41.9,14,396,0,124,2570,93.2,1.3,82.6
2026-02-22,ACC014,44,8090,436,0.0512,64.3,45,3407,2,73242,49970,80.3,9.0,70.0
2026-02-22,ACC015,22,3762,19,0.0052,45.9,26,1091,1,9330,23422,90.4,1,88.9
2026-02-22,ACC016,12,2127,142,0.0627,90.9,17,569,1,20259,8230,77.9,11.5,60.4
2026-02-22,ACC017,10,691,21,0.0307,70.1,18,196,2,2891,1938,87.7,9.8,80.7
2026-02-22,ACC018,5,1015,49,0.0463,46.7,4,212,3,4430,1452,78.0,15.2,81.9
2026-02-22,ACC019,16,2299,130,0.0538,47.4,20,706,3,17458,7569,77.1,12.2,63.5
2026-02-22,ACC020,8,1091,53,0.0471,44.3,18,589,2,4483,4184,83.8,11.3,61.9
2026-02-22,ACC021,48,7437,316,0.0409,51.7,54,2008,3,94764,43659,79.0,15.1,75.7
2026-02-22,ACC022,25,4803,100,0.0206,55.5,23,440,2,18884,5282,89.2,7.4,71.5
2026-02-22,ACC023,45,8953,511,0.054,77.5,46,2059,0,60100,27098,88.7,7.9,67.1
2026-02-22,ACC024,13,1994,20,0.0102,18,10,422,0,3191,7021,92.6,1,78.5
2026-02-22,ACC025,13,1936,117,0.0572,60.4,20,286,1,14492,3528,77.2,11.8,79.4
2026-02-22,ACC026,19,1917,40,0.0206,37.1,24,586,0,4750,7449,94.3,8.1,79.2
2026-02-22,ACC027,27,4857,297,0.0578,76.5,34,1526,4,45134,17451,76.4,19.2,80.6
2026-02-22,ACC028,49,7657,433,0.0535,66.2,45,1192,3,101951,22495,75.2,16.2,70.6
2026-02-22,ACC029,11,2125,4,0.002,52.2,15,1147,0,586,16738,89.9,5.2,89.8
2026-02-22,ACC030,32,4610,9,0.002,31.9,24,184,0,1732,3660,94.4,5.0,82.3
2026-02-22,ACC031,9,984,12,0.0126,61.4,20,145,3,1885,870,87.6,10.0,77.1
2026-02-22,ACC032,29,4996,54,0.0108,58.9,29,678,0,7224,9634,94.1,4.2,81.6
2026-02-22,ACC033,11,710,4,0.006,66.1,19,273,2,1080,2182,91.2,8.8,80.4
2026-02-22,ACC034,8,714,20,0.0273,43.2,11,117,0,1604,1021,86.8,9.8,70.9
2026-02-22,ACC035,25,5668,11,0.002,29.3,42,1822,2,10157,21449,94.1,6.2,85.8
2026-02-22,ACC036,16,1828,91,0.0478,62.1,17,388,4,19302,5709,75.8,13.5,66.5
2026-02-22,ACC037,13,2292,125,0.0518,70.2,11,676,2,18999,9002,82.9,12.1,74.8
2026-02-22,ACC038,9,742,22,0.029,60.2,11,196,0,2476,2385,90.5,8.0,77.3
2026-02-22,ACC039,29,4968,295,0.0562,72.9,27,1468,4,52021,19283,75.9,11.2,67.4
2026-02-22,ACC040,34,4223,105,0.0244,44.5,37,303,2,30003,5920,88.0,7.8,80.6
2026-02-22,ACC041,15,2163,130,0.0568,64.5,18,138,2,22676,2159,75.5,10.8,63.3
2026-02-22,ACC042,12,1930,29,0.0152,23.8,11,569,0,2546,5235,94.0,6.9,86.2
2026-02-22,ACC043,33,4546,9,0.002,46.0,42,967,1,6209,15438,92.0,2.2,81.0
2026-02-22,ACC044,29,4438,26,0.0058,42.2,38,1129,0,3012,13867,94.4,4.9,82.2
2026-02-22,ACC045,53,9010,18,0.002,52.7,54,360,2,17632,4628,93.5,4.8,77.6
2026-02-23,ACC001,16,2254,120,0.0506,49.6,21,279,3,22925,4188,79.2,9.7,68.6
2026-02-23,ACC002,43,10089,493,0.0466,75.6,39,3880,3,105010,63086,77.1,13.3,77.3
2026-02-23,ACC003,7,982,19,0.0194,25.7,12,407,2,2659,3482,89.1,7.7,83.8
2026-02-23,ACC004,50,10614,21,0.002,62.8,54,2501,0,3023,37713,99,1,78.9
2026-02-23,ACC005,14,2254,41,0.018,52.7,15,270,0,4059,2860,91.0,5.2,80.4
2026-02-23,ACC006,16,1982,20,0.0102,41.6,19,161,0,1992,1688,94.5,3.4,88.3
2026-02-23,ACC007,47,9480,643,0.0636,61.8,57,2884,3,102338,38903,77.7,14.1,64.7
2026-02-23,ACC008,19,2044,4,0.002,67.4,27,201,2,5218,3371,93.5,8.3,74.1
2026-02-23,ACC009,5,1184,2,0.002,28.8,16,282,2,1000,1564,86.0,7.8,85.2
2026-02-23,ACC010,29,5394,17,0.0032,30.5,26,215,4,19280,2590,88.8,10.4,77.7
2026-02-23,ACC011,32,4423,13,0.0031,36.5,33,1741,0,1903,25378,93.0,4.8,79.8
2026-02-23,ACC012,7,1214,2,0.002,42.2,15,141,0,106,650,95.1,5.8,68.2
2026-02-23,ACC013,5,1306,8,0.0061,40.5,14,460,0,378,2311,94.0,8.4,81.0
2026-02-23,ACC014,41,9926,330,0.0322,47.4,39,4226,2,51929,50518,79.6,8.2,79.2
2026-02-23,ACC015,27,5419,10,0.002,33.2,25,1307,0,1526,19480,95.2,5.4,80.0
2026-02-23,ACC016,12,2496,160,0.0605,72.3,19,891,2,21684,10982,76.3,12.2,71.8
2026-02-23,ACC017,9,792,45,0.0538,82.1,8,274,2,4385,2363,81.3,11.5,75.4
2026-02-23,ACC018,5,1066,46,0.0415,46.5,13,116,1,3190,756,82.9,11.3,71.6
2026-02-23,ACC019,11,2234,173,0.072,76.6,23,585,2,20045,6455,73.2,14.1,58.0
2026-02-23,ACC020,8,1328,66,0.0479,49.4,14,717,3,5056,4184,81.4,18.8,73.9
2026-02-23,ACC021,50,9920,562,0.0537,69.8,58,2928,3,114327,47728,74.6,12.2,68.5
2026-02-23,ACC022,26,4712,178,0.0364,60.4,26,515,3,31377,6302,80.8,14.0,72.9
2026-02-23,ACC023,47,10295,818,0.0736,81.4,45,2936,1,89775,33603,79.0,14.6,53.1
2026-02-23,ACC024,16,2103,19,0.0091,36.3,20,407,0,2861,6421,92.6,3.0,83.2
2026-02-23,ACC025,8,2285,65,0.0277,57.4,12,522,1,7851,5456,84.7,5.7,77.3
2026-02-23,ACC026,14,2490,109,0.042,49.3,21,700,4,16169,6850,79.4,13.6,65.0
2026-02-23,ACC027,29,5791,239,0.0398,44.6,37,1761,3,31973,16890,81.5,13.5,77.6
2026-02-23,ACC028,52,10841,403,0.0359,60.2,47,753,0,48978,10037,88.4,4.8,64.6
2026-02-23,ACC029,9,2327,4,0.002,43.9,13,1256,1,2653,16737,87.9,8.2,89.7
2026-02-23,ACC030,29,5160,11,0.0023,43.4,26,206,0,1964,3661,97.8,1,81.5
2026-02-23,ACC031,7,1382,2,0.002,46.3,15,220,0,112,940,91.0,4.9,82.3
2026-02-23,ACC032,30,5481,185,0.0327,44.4,31,1060,0,21933,13729,87.6,11.1,72.5
2026-02-23,ACC033,10,854,3,0.004,27.4,23,304,0,216,2020,99,5.1,85.9
2026-02-23,ACC034,7,828,25,0.0296,55.5,13,136,2,2576,1023,86.6,8.9,69.5
2026-02-23,ACC035,27,4606,12,0.0027,19.5,36,1351,2,10617,19572,92.7,4.8,75.0
2026-02-23,ACC036,17,1790,77,0.0413,72.8,26,293,2,14068,4402,86.5,7.8,82.0
2026-02-23,ACC037,13,2541,183,0.0673,66.5,18,758,3,25515,9105,79.2,14.2,68.3
2026-02-23,ACC038,11,726,19,0.0262,43.4,11,198,2,3434,2462,85.4,7.3,81.8
2026-02-23,ACC039,25,5131,255,0.0475,67.9,28,1559,1,33628,19828,81.4,8.2,68.2
2026-02-23,ACC040,28,4887,9,0.002,45.6,27,332,0,1559,5605,96.1,1.3,74.2
2026-02-23,ACC041,14,2506,101,0.0388,71.8,11,100,2,16917,1350,83.1,10.2,65.5
2026-02-23,ACC042,14,2289,89,0.0376,84.4,25,586,2,8673,4545,81.5,9.7,76.9
2026-02-23,ACC043,31,5513,82,0.0148,46.9,35,451,1,14979,5937,99,5.7,79.5
2026-02-23,ACC044,31,4635,9,0.002,32.6,34,1148,0,1030,13501,99,2.8,80.4
2026-02-23,ACC045,50,10576,21,0.002,42.0,42,519,0,2188,5684,94.8,1,70.8
2026-02-24,ACC001,11,2375,104,0.0423,54.2,25,311,4,22549,4430,77.1,18.9,77.7
2026-02-24,ACC002,42,8745,522,0.0564,49.8,41,3236,1,98237,60701,77.8,9.8,72.7
2026-02-24,ACC003,5,1091,21,0.0194,62.0,14,497,0,1539,3827,87.4,7.2,86.6
2026-02-24,ACC004,46,8289,16,0.002,52.4,44,2168,0,3023,41861,99,3.2,81.2
2026-02-24,ACC005,16,2188,38,0.0172,47.2,28,263,2,7058,2869,90.7,12.9,86.4
2026-02-24,ACC006,16,2388,25,0.0106,35.1,16,217,0,2086,1888,95.4,5.0,82.9
2026-02-24,ACC007,48,9870,876,0.0815,86.4,51,2686,6,149604,34800,65.8,21.3,60.4
2026-02-24,ACC008,13,1885,3,0.002,48.5,12,119,1,2933,2164,94.5,6.7,74.2
2026-02-24,ACC009,6,1047,2,0.002,45.5,15,356,0,124,2233,90.8,2.9,71.0
2026-02-24,ACC010,26,5208,10,0.002,48.2,27,208,0,1227,2595,98.4,2.9,77.7
2026-02-24,ACC011,32,5045,10,0.002,46.2,25,2047,1,5516,26159,91.0,7.6,82.8
2026-02-24,ACC012,7,1303,2,0.002,50.6,8,126,0,106,541,97.2,7.8,80.2
2026-02-24,ACC013,6,1252,2,0.002,50.2,14,480,0,124,2515,92.9,2.5,86.2
2026-02-24,ACC014,43,11714,512,0.0419,91.6,51,4215,2,62816,42695,79.4,10.7,68.7
2026-02-24,ACC015,23,5204,10,0.002,52.5,21,1233,0,1526,19136,96.9,5.5,86.8
2026-02-24,ACC016,13,2321,191,0.0761,89.5,22,712,2,26201,9437,78.9,9.0,64.7
2026-02-24,ACC017,7,810,39,0.0467,79.1,19,196,0,3015,1653,80.3,5.9,75.0
2026-02-24,ACC018,6,1311,55,0.0403,68.3,10,170,0,2647,901,88.1,7.9,85.1
2026-02-24,ACC019,11,2210,118,0.051,76.6,14,725,1,13509,8086,83.1,13.0,65.0
2026-02-24,ACC020,8,1345,90,0.0627,70.0,8,726,4,6658,4183,76.8,17.7,65.6
2026-02-24,ACC021,49,8101,336,0.0399,83.6,48,1993,2,82521,39781,88.9,9.1,69.8
2026-02-24,ACC022,23,5180,76,0.0146,45.8,26,989,0,7949,11009,89.8,1.2,75.1
2026-02-24,ACC023,47,10052,365,0.0351,61.0,44,2990,0,39081,35048,91.5,9.4,76.1
2026-02-24,ACC024,15,2087,4,0.002,48.3,18,366,0,627,5818,99,4.8,89.2
2026-02-24,ACC025,9,1985,94,0.0456,45.8,6,362,1,11869,4355,86.9,11.9,76.0
2026-02-24,ACC026,17,2248,91,0.039,60.3,8,805,2,12227,8726,85.4,10.9,69.8
2026-02-24,ACC027,31,5397,192,0.0344,62.8,33,1413,0,18045,14542,85.0,7.8,76.6
2026-02-24,ACC028,50,8432,421,0.0476,67.1,45,1418,1,74542,24300,80.0,8.5,73.7
2026-02-24,ACC029,10,2056,26,0.0127,55.4,20,1110,0,3705,16742,99,10.2,78.5
2026-02-24,ACC030,28,4559,17,0.0039,60.8,33,182,3,21732,3661,88.5,11.7,81.1
2026-02-24,ACC031,13,1290,2,0.002,73.9,16,352,1,505,1612,94.9,8.9,77.0
2026-02-24,ACC032,28,5708,89,0.0154,39.6,26,1060,0,10302,13183,96.4,1.7,81.8
2026-02-24,ACC033,10,848,1,0.002,37.8,11,302,1,485,2021,99,6.6,71.7
2026-02-24,ACC034,12,853,27,0.0312,73.6,22,110,2,2664,804,83.6,5.6,69.3
2026-02-24,ACC035,24,5032,26,0.0053,45.5,23,1411,0,3361,18710,92.9,1.5,87.5
2026-02-24,ACC036,17,1903,102,0.0512,51.1,18,354,1,14802,5003,85.5,8.7,69.4
2026-02-24,ACC037,13,2649,188,0.0664,84.2,19,748,5,29312,8618,67.0,16.6,70.2
2026-02-24,ACC038,12,717,9,0.0137,47.5,14,173,0,1168,2178,91.2,8.5,76.6
2026-02-24,ACC039,27,4796,239,0.0475,71.6,30,1511,0,29260,20560,82.9,10.4,65.6
2026-02-24,ACC040,31,5185,113,0.0214,50.9,31,745,0,16648,11855,95.2,5.8,71.4
2026-02-24,ACC041,17,2197,149,0.0639,64.0,20,87,1,22676,1340,84.7,4.7,61.8
2026-02-24,ACC042,14,2278,67,0.0287,61.6,19,450,1,6003,3507,91.0,7.5,91.3
2026-02-24,ACC043,34,5938,11,0.002,39.8,27,1059,0,1371,12944,97.2,5.3,78.1
2026-02-24,ACC044,28,4644,9,0.002,44.6,30,1152,0,1030,13522,89.3,1.8,84.6
2026-02-24,ACC045,50,9955,19,0.002,32.4,38,398,0,2188,4631,89.7,2.8,75.1
2026-02-25,ACC001,14,1933,89,0.0442,49.5,19,292,1,16389,5111,85.7,8.4,81.5
2026-02-25,ACC002,42,9799,454,0.0443,67.6,40,3224,1,79625,53971,92.4,8.0,78.7
2026-02-25,ACC003,8,925,33,0.035,25.7,19,359,0,2774,3260,92.8,8.9,71.1
2026-02-25,ACC004,47,11049,22,0.002,24.9,52,3989,0,3023,57783,99,2.0,74.1
2026-02-25,ACC005,17,2404,61,0.0249,40.2,20,323,2,8799,3207,84.7,5.5,78.0
2026-02-25,ACC006,15,2506,19,0.0078,45.4,20,399,3,5694,3308,86.1,7.0,80.8
2026-02-25,ACC007,45,10904,836,0.0713,68.7,48,3445,5,128720,40401,70.4,13.9,64.3
2026-02-25,ACC008,20,1923,26,0.0134,34.7,19,204,2,8921,3637,89.0,7.0,77.7
2026-02-25,ACC009,4,1172,2,0.002,39.1,7,346,0,124,1939,92.4,1.6,82.7
2026-02-25,ACC010,29,4752,21,0.0046,34.8,17,818,1,7153,11183,84.7,6.6,76.5
2026-02-25,ACC011,33,5582,40,0.0071,30.5,39,1646,0,4333,19011,95.0,3.8,78.6
2026-02-25,ACC012,7,1339,2,0.002,53.5,11,110,0,106,459,96.5,4.3,83.8
2026-02-25,ACC013,4,1343,2,0.002,30.8,10,462,0,124,2257,93.3,5.2,87.5
2026-02-25,ACC014,43,10287,568,0.0524,46.1,43,3394,1,66600,39148,82.4,14.7,74.1
2026-02-25,ACC015,21,5231,47,0.009,64.2,32,1345,0,6869,20767,91.5,2.0,84.6
2026-02-25,ACC016,13,2288,166,0.0678,60.4,23,644,2,23805,8659,74.2,15.0,59.2
2026-02-25,ACC017,10,678,18,0.0266,38.0,17,224,2,2629,2257,81.9,9.2,90.2
2026-02-25,ACC018,5,1083,53,0.047,62.5,4,180,2,4011,1155,81.6,7.8,77.5
2026-02-25,ACC019,15,2068,144,0.0654,72.5,25,696,4,21786,8296,72.9,18.0,61.3
2026-02-25,ACC020,10,1269,53,0.0403,50.7,11,685,3,4500,4183,78.0,11.6,69.5
2026-02-25,ACC021,46,9592,526,0.052,62.3,37,2836,1,90206,47809,81.4,12.4,58.4
2026-02-25,ACC022,25,5677,64,0.0113,43.1,29,624,0,6159,6338,89.1,2.8,70.3
2026-02-25,ACC023,49,8892,513,0.0546,86.8,48,2657,3,84371,35208,76.2,12.9,61.9
2026-02-25,ACC024,15,2004,4,0.002,32.9,19,425,1,2838,7036,92.1,7.3,77.5
2026-02-25,ACC025,14,1876,89,0.0455,68.3,17,376,4,16626,4787,73.3,14.0,79.7
2026-02-25,ACC026,19,1921,40,0.0208,48.7,22,528,0,4787,6697,91.9,6.3,75.5
2026-02-25,ACC027,30,5110,159,0.0303,70.2,31,1678,2,23323,18239,88.6,10.7,72.9
2026-02-25,ACC028,46,7955,278,0.0338,44.0,53,1654,3,75000,30044,79.4,5.9,74.5
2026-02-25,ACC029,13,2286,4,0.002,41.8,16,1234,0,586,16739,93.4,8.9,91.9
2026-02-25,ACC030,22,4972,63,0.0126,39.2,13,198,0,10934,3652,98.6,2.7,80.6
2026-02-25,ACC031,8,1176,19,0.0163,64.8,12,198,0,907,994,94.6,5.5,73.7
2026-02-25,ACC032,32,5071,58,0.0113,48.9,30,808,3,21800,11311,82.9,9.7,76.0
2026-02-25,ACC033,7,1051,2,0.002,25.6,11,320,0,107,1727,98.1,5.6,77.2
2026-02-25,ACC034,6,775,17,0.0219,44.0,11,135,2,2122,1085,91.4,8.8,70.8
2026-02-25,ACC035,27,5404,19,0.0037,46.5,28,1773,0,2310,21892,96.8,3.6,82.3
2026-02-25,ACC036,20,1963,100,0.0488,59.8,29,359,0,12389,4919,89.2,8.3,66.1
2026-02-25,ACC037,8,2794,139,0.0477,69.0,9,890,0,13744,9722,85.0,6.5,59.9
2026-02-25,ACC038,12,787,21,0.0262,73.9,13,291,0,2237,3338,89.8,6.2,81.1
2026-02-25,ACC039,26,4639,276,0.0562,90.1,31,1208,5,56376,16993,70.6,17.2,71.5
2026-02-25,ACC040,28,5820,169,0.0283,55.4,37,481,1,27568,6819,87.9,7.5,71.0
2026-02-25,ACC041,17,2281,155,0.0638,73.2,17,91,2,24897,1350,77.3,15.6,60.6
2026-02-25,ACC042,11,2106,79,0.0364,64.7,18,578,2,8465,4873,88.6,13.0,67.9
2026-02-25,ACC043,32,5094,10,0.002,55.8,21,718,0,1371,10230,95.1,1,91.1
2026-02-25,ACC044,31,5195,10,0.002,58.0,29,1060,0,1030,11122,89.0,1,94.5
2026-02-25,ACC045,49,10699,21,0.002,25.7,45,890,0,2188,9635,91.2,1,79.0
2026-02-26,ACC001,14,2267,157,0.0651,66.5,26,225,3,27563,3358,75.2,14.3,82.5
2026-02-26,ACC002,42,9827,480,0.0467,42.1,49,3247,3,105084,54201,77.9,12.9,75.4
2026-02-26,ACC003,6,968,6,0.0063,53.7,12,400,0,502,3471,99,3.3,76.2
2026-02-26,ACC004,52,10217,139,0.0135,41.7,48,2005,0,20357,31409,94.0,3.5,74.6
2026-02-26,ACC005,11,2006,40,0.0197,64.2,13,217,1,6041,2582,93.7,6.7,83.5
2026-02-26,ACC006,12,2242,34,0.0152,46.9,19,153,3,7139,1418,84.8,11.1,76.1
2026-02-26,ACC007,47,10324,925,0.0823,81.5,42,3283,3,124946,40664,72.6,15.9,59.5
2026-02-26,ACC008,15,2310,4,0.002,54.9,19,198,0,648,2938,93.3,7.4,84.0
2026-02-26,ACC009,6,1028,2,0.002,34.6,9,247,1,562,1578,96.3,7.2,75.6
2026-02-26,ACC010,26,6357,12,0.002,50.4,29,254,1,5558,2596,92.7,4.2,81.0
2026-02-26,ACC011,30,4947,20,0.004,35.5,30,1742,0,2456,22703,95.8,3.7,77.2
2026-02-26,ACC012,5,1155,4,0.0038,25.8,16,147,0,199,712,99,4.5,77.0
2026-02-26,ACC013,6,1264,2,0.002,50.5,5,522,0,124,2709,94.1,5.6,84.7
2026-02-26,ACC014,42,9619,594,0.0582,57.3,43,3226,4,96859,39794,76.1,16.2,68.2
2026-02-26,ACC015,20,5059,10,0.002,31.2,23,1257,0,1526,20068,93.6,6.7,95.4
2026-02-26,ACC016,12,2237,133,0.0563,68.4,22,627,4,24573,8623,74.8,17.6,72.6
2026-02-26,ACC017,7,833,31,0.0365,70.1,15,230,2,3267,1886,80.4,11.4,77.7
2026-02-26,ACC018,8,1258,69,0.0523,52.1,23,145,0,3432,801,84.5,1,77.0
2026-02-26,ACC019,13,2481,123,0.0473,71.3,11,792,5,19216,7868,70.2,13.0,65.4
2026-02-26,ACC020,9,1123,53,0.0453,69.6,14,606,0,3314,4182,93.6,10.4,70.2
